invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue,month
568833,21731,RED TOADSTOOL LED NIGHT LIGHT,2,29/09/2011,1.65,17348,United Kingdom,3.3,September
537130,84378,SET OF 3 HEART COOKIE CUTTERS,2,5/12/2010,1.25,17796,United Kingdom,2.5,December
562130,22710,WRAP I LOVE LONDON,25,3/08/2011,0.42,12750,Poland,10.5,August
566038,22457,NATURAL SLATE HEART CHALKBOARD,12,8/09/2011,2.95,14511,United Kingdom,35.4,September
566930,22417,PACK OF 60 SPACEBOY CAKE CASES,24,15/09/2011,0.55,15417,United Kingdom,13.2,September
580908,22150,3 STRIPEY MICE FELTCRAFT,1,6/12/2011,1.95,16495,United Kingdom,1.95,December
545188,22087,PAPER BUNTING WHITE LACE,1,28/02/2011,2.95,14056,United Kingdom,2.95,February
560036,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6,14/07/2011,4.95,14911,EIRE,29.7,July
580640,22865,HAND WARMER OWL DESIGN,1,5/12/2011,2.1,16910,United Kingdom,2.1,December
543126,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,6,3/02/2011,1.25,13581,United Kingdom,7.5,February
553184,21937,STRAWBERRY PICNIC BAG,2,15/05/2011,2.95,13232,United Kingdom,5.9,May
556488,21034,REX CASH+CARRY JUMBO SHOPPER,2,12/06/2011,0.95,16018,United Kingdom,1.9,June
544311,22179,SET 10 LIGHTS NIGHT OWL,1,17/02/2011,6.75,17841,United Kingdom,6.75,February
576463,23356,LOVE HOT WATER BOTTLE,1,15/11/2011,5.95,17974,United Kingdom,5.95,November
547670,22120,WELCOME WOODEN BLOCK LETTERS,2,24/03/2011,9.95,16769,United Kingdom,19.9,March
569859,22481,BLACK TEA TOWEL CLASSIC DESIGN,4,6/10/2011,1.25,16814,United Kingdom,5,October
538849,21484,CHICK GREY HOT WATER BOTTLE,2,14/12/2010,3.45,14415,United Kingdom,6.9,December
537354,22812,PACK 3 BOXES CHRISTMAS PANNETONE,2,6/12/2010,1.95,12748,United Kingdom,3.9,December
548260,22072,RED RETROSPOT TEA CUP AND SAUCER,4,30/03/2011,3.75,15373,United Kingdom,15,March
553418,23207,LUNCH BAG ALPHABET DESIGN,10,17/05/2011,1.65,18257,United Kingdom,16.5,May
578260,22867,HAND WARMER BIRD DESIGN,12,23/11/2011,2.1,17469,United Kingdom,25.2,November
541258,48138,DOORMAT UNION FLAG,2,16/01/2011,7.95,13634,United Kingdom,15.9,January
564740,23138,SINGLE WIRE HOOK IVORY HEART,1,28/08/2011,1.45,14044,United Kingdom,1.45,August
543054,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,3/02/2011,2.95,13394,United Kingdom,17.7,February
578146,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,23/11/2011,2.1,13742,United Kingdom,4.2,November
556776,22588,CARD HOLDER GINGHAM HEART,1,14/06/2011,2.89,14730,United Kingdom,2.89,June
577696,21391,FRENCH LAVENDER SCENT HEART,1,21/11/2011,0.75,16406,United Kingdom,0.75,November
558085,20750,RED RETROSPOT MINI CASES,2,26/06/2011,7.95,13021,United Kingdom,15.9,June
540357,21876,POTTERING MUG,108,6/01/2011,0.42,13093,United Kingdom,45.36,January
554098,22028,PENNY FARTHING BIRTHDAY CARD,12,22/05/2011,0.42,14769,United Kingdom,5.04,May
576094,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,14/11/2011,0.83,16401,United Kingdom,6.64,November
551301,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,27/04/2011,4.95,17675,United Kingdom,29.7,April
544691,37449,CERAMIC CAKE STAND + HANGING CAKES,2,23/02/2011,9.95,13804,United Kingdom,19.9,February
557120,23012,GLASS APOTHECARY BOTTLE PERFUME,4,16/06/2011,3.95,15669,United Kingdom,15.8,June
580956,22744,MAKE YOUR OWN MONSOON CARD KIT,1,6/12/2011,0.79,17841,United Kingdom,0.79,December
578914,23234,BISCUIT TIN VINTAGE CHRISTMAS,2,27/11/2011,2.89,13782,United Kingdom,5.78,November
569669,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,1,5/10/2011,3.75,14730,United Kingdom,3.75,October
544778,22507,MEMO BOARD RETROSPOT DESIGN,1,23/02/2011,4.95,14978,United Kingdom,4.95,February
548452,22464,HANGING METAL HEART LANTERN,12,31/03/2011,1.65,13060,United Kingdom,19.8,March
572295,23390,DOLLY GIRL MINI BACKPACK,2,23/10/2011,4.15,16686,United Kingdom,8.3,October
558556,22332,SKULLS PARTY BAG + STICKER SET,6,30/06/2011,1.65,17954,United Kingdom,9.9,June
571007,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,13/10/2011,1.45,13487,United Kingdom,17.4,October
580541,21257,VICTORIAN SEWING BOX MEDIUM,2,5/12/2011,7.95,15358,United Kingdom,15.9,December
574060,21479,WHITE SKULL HOT WATER BOTTLE,4,2/11/2011,4.25,16531,United Kingdom,17,November
573341,22138,BAKING SET 9 PIECE RETROSPOT,3,30/10/2011,4.95,16949,United Kingdom,14.85,October
577736,16237,SLEEPING CAT ERASERS,10,21/11/2011,0.21,14606,United Kingdom,2.1,November
562593,22754,SMALL RED BABUSHKA NOTEBOOK,3,7/08/2011,0.85,16549,United Kingdom,2.55,August
547387,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,22/03/2011,8.5,12539,Spain,17,March
542353,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,27/01/2011,4.95,16700,United Kingdom,14.85,January
551816,21749,LARGE RED RETROSPOT WINDMILL,3,4/05/2011,2.1,15906,United Kingdom,6.3,May
567804,23188,VINTAGE 2 METER FOLDING RULER,12,22/09/2011,1.65,17920,United Kingdom,19.8,September
574506,23202,JUMBO BAG VINTAGE LEAF,1,4/11/2011,2.08,12577,France,2.08,November
556777,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,14/06/2011,1.45,14426,United Kingdom,17.4,June
577320,22150,3 STRIPEY MICE FELTCRAFT,6,18/11/2011,1.95,13880,United Kingdom,11.7,November
567460,21136,PAINTED METAL PEARS ASSORTED,8,20/09/2011,1.69,15888,United Kingdom,13.52,September
572216,21329,DINOSAURS WRITING SET,2,21/10/2011,1.65,16015,United Kingdom,3.3,October
550630,21654,RIDGED GLASS FINGER BOWL,36,19/04/2011,0.39,14298,United Kingdom,14.04,April
557886,23201,JUMBO BAG ALPHABET,6,23/06/2011,2.08,17799,United Kingdom,12.48,June
580405,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,4/12/2011,8.5,14720,United Kingdom,17,December
555851,23177,TREASURE ISLAND BOOK BOX,1,7/06/2011,2.25,13050,United Kingdom,2.25,June
574915,79321,CHILLI LIGHTS,24,7/11/2011,4.95,16779,United Kingdom,118.8,November
580720,23497,CLASSIC CHROME BICYCLE BELL,1,5/12/2011,1.45,14629,United Kingdom,1.45,December
556792,21500,PINK POLKADOT WRAP,25,14/06/2011,0.42,17043,United Kingdom,10.5,June
556245,22998,TRAVEL CARD WALLET KEEP CALM,2,9/06/2011,0.42,17841,United Kingdom,0.84,June
580904,22752,SET 7 BABUSHKA NESTING BOXES,24,6/12/2011,3.95,15311,United Kingdom,94.8,December
559202,37340,MULTICOLOUR SPRING FLOWER MUG,48,7/07/2011,0.39,13583,United Kingdom,18.72,July
578153,21849,SILVER DIAMANTE PEN IN GIFT BOX,1,23/11/2011,4.95,12748,United Kingdom,4.95,November
580401,22966,GINGERBREAD MAN COOKIE CUTTER,12,4/12/2011,1.25,17618,United Kingdom,15,December
563381,22561,WOODEN SCHOOL COLOURING SET,12,16/08/2011,1.65,15768,United Kingdom,19.8,August
572035,20719,WOODLAND CHARLOTTE BAG,100,20/10/2011,0.72,14646,Netherlands,72,October
562127,79163,BLACK CHAMPAGNE GLASS,48,3/08/2011,0.39,13717,United Kingdom,18.72,August
552669,15036,ASSORTED COLOURS SILK FAN,24,10/05/2011,0.83,16710,United Kingdom,19.92,May
562161,21155,RED RETROSPOT PEG BAG,1,3/08/2011,2.55,17841,United Kingdom,2.55,August
579401,21985,PACK OF 12 HEARTS DESIGN TISSUES,12,29/11/2011,0.39,14550,United Kingdom,4.68,November
570223,23302,KNEELING MAT HOUSEWORK DESIGN,2,9/10/2011,1.65,15787,United Kingdom,3.3,October
577783,23504,PLAYING CARDS JUBILEE UNION JACK,24,21/11/2011,1.25,18139,United Kingdom,30,November
573904,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,6,1/11/2011,0.85,14505,United Kingdom,5.1,November
563182,84879,ASSORTED COLOUR BIRD ORNAMENT,8,12/08/2011,1.69,17122,United Kingdom,13.52,August
544666,21174,POTTERING IN THE SHED METAL SIGN,4,22/02/2011,2.08,16907,United Kingdom,8.32,February
537646,21813,GARLAND WITH STARS AND BELLS,2,7/12/2010,4.95,17591,United Kingdom,9.9,December
575628,22756,LARGE YELLOW BABUSHKA NOTEBOOK,1,10/11/2011,1.25,12844,United Kingdom,1.25,November
579196,22472,TV DINNER TRAY DOLLY GIRL,1,28/11/2011,10.79,14096,United Kingdom,10.79,November
548156,22652,TRAVEL SEWING KIT,2,29/03/2011,1.65,14871,United Kingdom,3.3,March
544294,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,17/02/2011,1.25,15601,United Kingdom,15,February
574879,22625,RED KITCHEN SCALES,2,7/11/2011,0,13014,United Kingdom,0,November
574680,23202,JUMBO BAG VINTAGE LEAF,10,6/11/2011,2.08,15078,United Kingdom,20.8,November
566495,22995,TRAVEL CARD WALLET SUKI,6,13/09/2011,0.42,15529,United Kingdom,2.52,September
562928,23127,FELTCRAFT GIRL NICOLE KIT,2,10/08/2011,4.95,15494,United Kingdom,9.9,August
546418,71053,WHITE METAL LANTERN,3,13/03/2011,3.75,17315,United Kingdom,11.25,March
573131,23525,BUFFALO BILL WALL ART,6,27/10/2011,3.75,15622,United Kingdom,22.5,October
553341,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,16/05/2011,1.25,16293,United Kingdom,15,May
536947,22740,POLKADOT PEN,48,3/12/2010,0.85,13013,United Kingdom,40.8,December
575152,23329,DECORATIVE WICKER HEART LARGE,6,8/11/2011,1.65,16284,United Kingdom,9.9,November
545441,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,9,2/03/2011,1.25,14657,United Kingdom,11.25,March
572910,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,26/10/2011,2.1,15990,United Kingdom,4.2,October
564747,22480,RED TEA TOWEL CLASSIC DESIGN,1,28/08/2011,1.25,14869,United Kingdom,1.25,August
578231,22193,RED DINER WALL CLOCK,1,23/11/2011,8.5,14527,United Kingdom,8.5,November
536551,22112,CHOCOLATE HOT WATER BOTTLE,1,1/12/2010,4.95,17346,United Kingdom,4.95,December
562621,20725,LUNCH BAG RED RETROSPOT,10,8/08/2011,1.65,14415,United Kingdom,16.5,August
539004,21870,I CAN ONLY PLEASE ONE PERSON MUG,24,15/12/2010,1.25,13426,United Kingdom,30,December
543277,21533,RETROSPOT LARGE MILK JUG,1,6/02/2011,4.95,15808,United Kingdom,4.95,February
580374,23471,SIX DRAWER OFFICE TIDY,2,2/12/2011,9.95,17584,United Kingdom,19.9,December
549303,22320,BIRDS MOBILE VINTAGE DESIGN,3,8/04/2011,5.95,18040,United Kingdom,17.85,April
572986,22024,RAINY LADIES BIRTHDAY CARD,12,27/10/2011,0.42,12681,France,5.04,October
568680,48138,DOORMAT UNION FLAG,2,28/09/2011,8.25,18265,United Kingdom,16.5,September
559330,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,7/07/2011,1.49,17696,United Kingdom,17.88,July
549751,21136,PAINTED METAL PEARS ASSORTED,128,12/04/2011,1.69,13089,United Kingdom,216.32,April
550651,23184,BULL DOG BOTTLE OPENER,2,19/04/2011,4.95,15436,United Kingdom,9.9,April
570108,23524,HORSE & PONY WALL ART,6,7/10/2011,3.75,13004,United Kingdom,22.5,October
574550,21125,SET 6 FOOTBALL CELEBRATION CANDLES,4,4/11/2011,1.25,12484,Spain,5,November
575371,22731,3D CHRISTMAS STAMPS STICKERS,36,9/11/2011,1.25,14132,United Kingdom,45,November
566864,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,15/09/2011,1.65,17786,United Kingdom,3.3,September
570002,21531,RED RETROSPOT SUGAR JAM BOWL,24,7/10/2011,2.1,12477,Germany,50.4,October
565326,21872,GLAMOROUS MUG,1,2/09/2011,1.25,16706,United Kingdom,1.25,September
537871,22867,HAND WARMER BIRD DESIGN,2,8/12/2010,2.1,12748,United Kingdom,4.2,December
557129,22273,FELTCRAFT DOLL MOLLY,1,16/06/2011,2.95,17841,United Kingdom,2.95,June
576339,90119,METALIC LEAVES BAG CHARMS,11,14/11/2011,2.46,14096,United Kingdom,27.06,November
546326,48185,DOORMAT FAIRY CAKE,10,11/03/2011,6.75,13798,United Kingdom,67.5,March
540687,48184,DOORMAT ENGLISH ROSE,2,10/01/2011,7.95,15867,United Kingdom,15.9,January
544996,21458,2 PICTURE BOOK EGGS EASTER BUNNY,12,25/02/2011,1.25,12474,Germany,15,February
574728,23247,BISCUIT TIN 50'S CHRISTMAS,6,6/11/2011,2.89,13719,United Kingdom,17.34,November
574839,23531,WALL ART BIG LOVE,1,7/11/2011,6.95,15493,United Kingdom,6.95,November
566092,82582,AREA PATROLLED METAL SIGN,12,9/09/2011,2.1,13823,United Kingdom,25.2,September
569089,23202,JUMBO BAG VINTAGE LEAF,4,30/09/2011,2.08,13764,United Kingdom,8.32,September
578370,23583,LUNCH BAG PAISLEY PARK,1,24/11/2011,1.65,17346,United Kingdom,1.65,November
538707,22082,RIBBON REEL STRIPES DESIGN,1,14/12/2010,1.65,17894,United Kingdom,1.65,December
564049,23288,GREEN VINTAGE SPOT BEAKER,2,22/08/2011,0.85,17585,United Kingdom,1.7,August
567462,23343,JUMBO BAG VINTAGE CHRISTMAS,1,20/09/2011,2.08,14446,United Kingdom,2.08,September
578522,21810,CHRISTMAS HANGING STAR WITH BELL,2,24/11/2011,0.39,17254,United Kingdom,0.78,November
568712,22494,EMERGENCY FIRST AID TIN,1,28/09/2011,1.25,17841,United Kingdom,1.25,September
536603,22632,HAND WARMER RED POLKA DOT,6,2/12/2010,1.85,17850,United Kingdom,11.1,December
565845,23201,JUMBO BAG ALPHABET,20,7/09/2011,2.08,14709,United Kingdom,41.6,September
575919,84375,SET OF 20 KIDS COOKIE CUTTERS,3,11/11/2011,2.1,15311,United Kingdom,6.3,November
552965,22088,PAPER BUNTING COLOURED LACE,6,12/05/2011,2.95,13477,United Kingdom,17.7,May
577039,35970,ZINC FOLKART SLEIGH BELLS,12,17/11/2011,1.69,12539,Spain,20.28,November
552905,22903,CALENDAR FAMILY FAVOURITES,6,12/05/2011,2.95,15974,United Kingdom,17.7,May
572741,23247,BISCUIT TIN 50'S CHRISTMAS,6,25/10/2011,2.89,14341,United Kingdom,17.34,October
551281,20723,STRAWBERRY CHARLOTTE BAG,10,27/04/2011,0.85,13571,United Kingdom,8.5,April
574269,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,3/11/2011,2.95,15570,United Kingdom,35.4,November
568680,85066,CREAM SWEETHEART MINI CHEST,2,28/09/2011,12.75,18265,United Kingdom,25.5,September
554181,22193,RED DINER WALL CLOCK,4,23/05/2011,8.5,13078,United Kingdom,34,May
554986,22804,CANDLEHOLDER PINK HANGING HEART,3,29/05/2011,2.95,14451,United Kingdom,8.85,May
562774,22112,CHOCOLATE HOT WATER BOTTLE,3,9/08/2011,4.95,13500,United Kingdom,14.85,August
571189,22150,3 STRIPEY MICE FELTCRAFT,6,14/10/2011,1.95,13213,United Kingdom,11.7,October
544692,22992,REVOLVER WOODEN RULER,12,23/02/2011,1.95,17499,United Kingdom,23.4,February
556914,22922,FRIDGE MAGNETS US DINER ASSORTED,12,15/06/2011,0.85,12877,United Kingdom,10.2,June
549949,47481,50CM METAL STRING WITH 7 CLIPS,2,13/04/2011,0.85,13208,United Kingdom,1.7,April
547705,22730,ALARM CLOCK BAKELIKE IVORY,1,24/03/2011,3.75,14056,United Kingdom,3.75,March
562539,21533,RETROSPOT LARGE MILK JUG,1,5/08/2011,4.95,17220,United Kingdom,4.95,August
566433,21210,SET OF 72 RETROSPOT PAPER DOILIES,12,12/09/2011,1.45,16839,United Kingdom,17.4,September
557259,23170,REGENCY TEA PLATE ROSES,12,19/06/2011,1.65,15909,United Kingdom,19.8,June
565388,23153,ZINC SWEETHEART WIRE LETTER RACK,2,2/09/2011,3.75,14415,United Kingdom,7.5,September
556953,48187,DOORMAT NEW ENGLAND,2,16/06/2011,7.95,14911,EIRE,15.9,June
580502,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,4/12/2011,2.95,16931,United Kingdom,5.9,December
570821,22271,FELTCRAFT DOLL ROSIE,12,12/10/2011,2.55,17173,United Kingdom,30.6,October
555497,21090,SET/6 COLLAGE PAPER PLATES,48,3/06/2011,0.39,16659,United Kingdom,18.72,June
560089,22970,LONDON BUS COFFEE MUG,6,14/07/2011,2.55,12748,United Kingdom,15.3,July
547060,21677,HEARTS STICKERS,6,20/03/2011,0.85,17954,United Kingdom,5.1,March
575989,84832,ZINC WILLIE WINKIE CANDLE STICK,16,13/11/2011,0.85,14698,United Kingdom,13.6,November
554844,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,26/05/2011,8.25,18073,United Kingdom,16.5,May
578255,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9,23/11/2011,0.29,14675,United Kingdom,2.61,November
547485,22971,QUEENS GUARD COFFEE MUG,3,23/03/2011,2.55,17019,United Kingdom,7.65,March
569897,22483,RED GINGHAM TEDDY BEAR,2,6/10/2011,2.95,17813,United Kingdom,5.9,October
563205,23300,GARDENERS KNEELING PAD CUP OF TEA,4,14/08/2011,1.65,14040,United Kingdom,6.6,August
566976,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,16/09/2011,8.25,15382,United Kingdom,16.5,September
571238,23158,SET OF 5 LUCKY CAT MAGNETS,12,14/10/2011,2.08,14290,United Kingdom,24.96,October
573763,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,1/11/2011,2.95,17139,United Kingdom,35.4,November
564436,16016,LARGE CHINESE STYLE SCISSOR,10,25/08/2011,0.85,17841,United Kingdom,8.5,August
578293,23581,JUMBO BAG PAISLEY PARK,10,23/11/2011,2.08,15640,United Kingdom,20.8,November
554843,22811,SET OF 6 T-LIGHTS CACTI,6,26/05/2011,2.95,13911,United Kingdom,17.7,May
547510,21174,POTTERING IN THE SHED METAL SIGN,12,23/03/2011,2.08,15245,United Kingdom,24.96,March
563735,21165,BEWARE OF THE CAT METAL SIGN,24,18/08/2011,1.69,16743,United Kingdom,40.56,August
563564,21922,UNION STRIPE WITH FRINGE HAMMOCK,1,17/08/2011,7.95,16633,United Kingdom,7.95,August
549729,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2,11/04/2011,2.08,13634,United Kingdom,4.16,April
566566,21818,GLITTER HEART DECORATION,1,13/09/2011,1.63,14096,United Kingdom,1.63,September
578667,22208,WOOD STAMP SET THANK YOU,3,24/11/2011,0.83,15514,United Kingdom,2.49,November
559674,23004,TRAVEL CARD WALLET PANTRY,3,11/07/2011,0.42,15856,United Kingdom,1.26,July
579093,21989,PACK OF 20 SKULL PAPER NAPKINS,12,28/11/2011,0.85,13081,United Kingdom,10.2,November
568060,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2,23/09/2011,1.65,14546,United Kingdom,3.3,September
575331,22380,TOY TIDY SPACEBOY,5,9/11/2011,2.1,13209,United Kingdom,10.5,November
565150,71053,WHITE METAL LANTERN,12,1/09/2011,3.39,14298,United Kingdom,40.68,September
566829,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,15/09/2011,3.75,14608,United Kingdom,90,September
565412,22595,GINGHAM HEART DECORATION,12,4/09/2011,0.85,14156,EIRE,10.2,September
539594,22086,PAPER CHAIN KIT 50'S CHRISTMAS,40,20/12/2010,2.55,17621,United Kingdom,102,December
581473,23007,SPACEBOY BABY GIFT SET,1,8/12/2011,16.95,12748,United Kingdom,16.95,December
577099,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,17/11/2011,0.65,13313,United Kingdom,10.4,November
558101,23015,CORDIAL GLASS JUG,2,26/06/2011,8.25,18112,United Kingdom,16.5,June
554098,21212,PACK OF 72 RETROSPOT CAKE CASES,12,22/05/2011,0.55,14769,United Kingdom,6.6,May
574063,22340,NOEL GARLAND PAINTED ZINC,1,2/11/2011,0.39,13271,United Kingdom,0.39,November
568992,20754,RETROSPOT RED WASHING UP GLOVES,1,29/09/2011,2.1,17218,United Kingdom,2.1,September
580101,22942,CHRISTMAS LIGHTS 10 SANTAS,2,1/12/2011,8.5,15144,United Kingdom,17,December
541227,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,12,14/01/2011,8.5,16839,United Kingdom,102,January
542303,85144,JARDIN ETCHED GLASS CHEESE DISH,2,27/01/2011,7.25,12539,Spain,14.5,January
576339,21731,RED TOADSTOOL LED NIGHT LIGHT,6,14/11/2011,3.29,14096,United Kingdom,19.74,November
576592,21156,RETROSPOT CHILDRENS APRON,2,15/11/2011,1.95,13614,United Kingdom,3.9,November
566451,20992,JAZZ HEARTS PURSE NOTEBOOK,6,12/09/2011,0.39,18069,United Kingdom,2.34,September
552764,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,11/05/2011,0.42,17489,United Kingdom,10.08,May
560255,22878,NUMBER TILE COTTAGE GARDEN No,1,17/07/2011,2.1,16054,United Kingdom,2.1,July
544211,22211,WOOD STAMP SET FLOWERS,12,17/02/2011,1.65,13018,United Kingdom,19.8,February
566428,22115,METAL SIGN EMPIRE TEA,12,12/09/2011,0.79,15932,United Kingdom,9.48,September
574701,23067,HANGING ENGRAVED METAL HEART,1,6/11/2011,4.15,15426,United Kingdom,4.15,November
575154,20719,WOODLAND CHARLOTTE BAG,10,8/11/2011,0.85,12395,Belgium,8.5,November
578811,23291,DOLLY GIRL CHILDRENS CUP,8,25/11/2011,1.25,12438,Norway,10,November
546486,22423,REGENCY CAKESTAND 3 TIER,1,14/03/2011,12.75,15039,United Kingdom,12.75,March
542812,22525,CHILDRENS GARDEN GLOVES PINK,24,1/02/2011,1.25,14850,United Kingdom,30,February
544037,21411,GINGHAM HEART DOORSTOP RED,3,15/02/2011,4.25,14961,United Kingdom,12.75,February
559909,21498,RED RETROSPOT WRAP,25,13/07/2011,0.42,18245,United Kingdom,10.5,July
540553,22858,EASTER TIN KEEPSAKE,48,10/01/2011,1.65,12500,Germany,79.2,January
566040,21877,HOME SWEET HOME MUG,12,8/09/2011,1.65,12540,Spain,19.8,September
560538,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,19/07/2011,0.83,16128,United Kingdom,6.64,July
540687,21742,LARGE ROUND WICKER PLATTER,2,10/01/2011,5.95,15867,United Kingdom,11.9,January
547578,21621,VINTAGE UNION JACK BUNTING,4,24/03/2011,8.5,13089,United Kingdom,34,March
540167,22377,BOTTLE BAG RETROSPOT,20,5/01/2011,0.85,16600,United Kingdom,17,January
537623,21744,SNOWFLAKE PORTABLE TABLE LIGHT,1,7/12/2010,2.95,15858,United Kingdom,2.95,December
560590,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,19/07/2011,1.65,12560,Germany,19.8,July
575743,23583,LUNCH BAG PAISLEY PARK,30,11/11/2011,1.65,12757,Portugal,49.5,November
549293,21463,MIRRORED DISCO BALL,1,7/04/2011,5.95,17883,United Kingdom,5.95,April
562017,21218,RED SPOTTY BISCUIT TIN,12,1/08/2011,3.25,14937,Channel Islands,39,August
553341,21874,GIN AND TONIC MUG,12,16/05/2011,1.25,16293,United Kingdom,15,May
545149,22569,FELTCRAFT CUSHION BUTTERFLY,4,28/02/2011,3.75,15062,United Kingdom,15,February
559993,23309,SET OF 60 I LOVE LONDON CAKE CASES,1,14/07/2011,0.55,14716,United Kingdom,0.55,July
560992,22423,REGENCY CAKESTAND 3 TIER,5,22/07/2011,12.75,18161,United Kingdom,63.75,July
568047,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,23/09/2011,0.39,15075,United Kingdom,9.36,September
571883,22920,HERB MARKER BASIL,2,19/10/2011,0.65,14704,United Kingdom,1.3,October
536464,22988,SOLDIERS EGG CUP,1,1/12/2010,1.25,17968,United Kingdom,1.25,December
541038,22928,YELLOW GIANT GARDEN THERMOMETER,1,13/01/2011,5.95,16395,United Kingdom,5.95,January
580536,20724,RED RETROSPOT CHARLOTTE BAG,10,4/12/2011,0.85,12490,France,8.5,December
578270,21993,FLORAL FOLK STATIONERY SET,12,23/11/2011,2.46,14096,United Kingdom,29.52,November
550478,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,18/04/2011,2.95,15755,United Kingdom,17.7,April
570333,23331,DECORATIVE WICKER HEART SMALL,1,10/10/2011,0.63,18126,United Kingdom,0.63,October
574071,22138,BAKING SET 9 PIECE RETROSPOT,3,2/11/2011,4.95,12654,Germany,14.85,November
559134,20749,ASSORTED COLOUR MINI CASES,2,6/07/2011,7.95,12700,France,15.9,July
555562,20728,LUNCH BAG CARS BLUE,1,5/06/2011,1.65,17841,United Kingdom,1.65,June
555648,22723,SET OF 6 HERB TINS SKETCHBOOK,1,6/06/2011,3.95,14623,United Kingdom,3.95,June
540522,22729,ALARM CLOCK BAKELIKE ORANGE,4,9/01/2011,3.75,13102,United Kingdom,15,January
569011,23077,DOUGHNUT LIP GLOSS,40,30/09/2011,1.25,14655,United Kingdom,50,September
555650,21539,RED RETROSPOT BUTTER DISH,3,6/06/2011,4.95,14156,EIRE,14.85,June
564856,23107,WHITE HEARTS WIRE PLANT POT HOLDER,8,31/08/2011,2.89,12477,Germany,23.12,August
578510,21936,RED RETROSPOT PICNIC BAG,1,24/11/2011,2.95,14056,United Kingdom,2.95,November
560244,21900,"KEY FOB , SHED",3,17/07/2011,0.65,16931,United Kingdom,1.95,July
562841,22678,FRENCH BLUE METAL DOOR SIGN 3,10,9/08/2011,1.25,17675,United Kingdom,12.5,August
549520,22921,HERB MARKER CHIVES,12,8/04/2011,0.65,13265,United Kingdom,7.8,April
541282,22201,FRYING PAN BLUE POLKADOT,2,17/01/2011,4.25,17690,United Kingdom,8.5,January
537375,70007,HI TEC ALPINE HAND WARMER,6,6/12/2010,1.65,17019,United Kingdom,9.9,December
546913,22344,PARTY PIZZA DISH PINK POLKADOT,2,17/03/2011,0.85,15861,United Kingdom,1.7,March
547106,22423,REGENCY CAKESTAND 3 TIER,2,21/03/2011,12.75,15039,United Kingdom,25.5,March
577711,23348,CHILDRENS TOY COOKING UTENSIL SET,1,21/11/2011,2.08,15527,United Kingdom,2.08,November
573390,23356,LOVE HOT WATER BOTTLE,3,30/10/2011,5.95,17213,United Kingdom,17.85,October
563917,23548,WRAP MAGIC FOREST,25,21/08/2011,0.42,14572,United Kingdom,10.5,August
562611,22189,CREAM HEART CARD HOLDER,8,8/08/2011,3.95,17716,United Kingdom,31.6,August
561113,21985,PACK OF 12 HEARTS DESIGN TISSUES,12,25/07/2011,0.29,17841,United Kingdom,3.48,July
575392,21642,ASSORTED TUTTI FRUTTI PEN,24,9/11/2011,0.29,14234,United Kingdom,6.96,November
549939,21172,PARTY METAL SIGN,12,13/04/2011,1.45,16309,United Kingdom,17.4,April
573695,23553,LANDMARK FRAME CAMDEN TOWN,2,31/10/2011,12.5,15023,United Kingdom,25,October
563590,22993,SET OF 4 PANTRY JELLY MOULDS,236,17/08/2011,1.43,17450,United Kingdom,337.48,August
545705,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,7/03/2011,0.85,15554,United Kingdom,10.2,March
